,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
330194,1203.4835,Tom\'a\v{s} Lu\v{c}ivjansk\'y,"M. Hnati\v{c}, T. Lu\v{c}ivjansk\'y","Critical Behaviour Of Directed Percolation In The Presence Of Synthetic
  Velocity Field","Short talk presented at The 13th Small Triangle Meeting on
  Theoretical Physics, November 13-16, 2010, Star\'a Lesn\'a, Slovakia",,,,nlin.CD cond-mat.stat-mech,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Using perturbative renormalization group we study the influence of random
velocity field on the critical behaviour of directed bond percolation process
near its second-order phase transition between absorbing and active phase. We
consider Kraichnan model with finite correlation time for modelling advecting
velocity field. Using functional integral representation we are able to apply
field-theoretic renormalization group to determine possible universality
classes. The model is analyzed near its critical dimension by means of
three-parameter expansion in $\epsilon,\delta,\eta$, where $\epsilon$ is the
deviation from the Kolmogorov scaling, $\delta$ the deviation from the critical
space dimension $d_c$ and $\eta$ is the deviation from the parabolic dispersion
law for the velocity correlator. Fixed points with corresponding regions of
stability are evaluated to the leading order in the perturbation scheme.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:13:26 GMT'}]",2012-03-23,"[['Hnatič', 'M.', ''], ['Lučivjanský', 'T.', '']]"
330195,1203.4836,Anatolijs Gorbunovs,Anatolijs Gorbunovs,On a New Method of Storing a Variable Size Array,,,,,cs.DS,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper introduces a new data structure, log_vector, with the following
properties: constant time random access to individual elements; constant time
element addition to the end; constant time element removal from the end;
constant time empty data structure creation; amortized constant space per
individual elements; constant additional space used.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:15:44 GMT'}]",2012-03-23,"[['Gorbunovs', 'Anatolijs', '']]"
330196,1203.4837,Jason Dick,"Jason Dick, Guillaume Castex, Jacques Delabrouille",CMB Power Spectrum Likelihood with ILC,"14 pages, 4 figures, submitted to MNRAS",,,,astro-ph.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We extend the ILC method in harmonic space to include the error in its CMB
estimate. This allows parameter estimation routines to take into account the
effect of the foregrounds as well as the errors in their subtraction in
conjunction with the ILC method. Our method requires the use of a model of the
foregrounds which we do not develop here. The reduction of the foreground level
makes this method less sensitive to unaccounted for errors in the foreground
model. Simulations are used to validate the calculations and approximations
used in generating this likelihood function.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:22:29 GMT'}]",2012-03-23,"[['Dick', 'Jason', ''], ['Castex', 'Guillaume', ''], ['Delabrouille', 'Jacques', '']]"
330197,1203.4838,M. I. Dyakonov,M.I. Dyakonov,Model for the Fractional Quantum Hall Effect problem,"4 pages, based on a talk at the International workshop on electronic
  crystals, Saint Flour, France","J. Phys. IV France, vol. 12, Pr9-373 (2002)",10.1051/jp4:20020441,,cond-mat.str-el quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A simple one-dimensional model is proposed, in which N spinless repulsively
interacting fermions occupy M>N degenerate states. It is argued that the energy
spectrum and the wavefunctions of this system strongly resemble the spectrum
and wavefunctions of 2D electrons in the lowest Landau level (the problem of
the Fractional Quantum Hall Effect). In particular, Laughlin-type wavefunctions
describe ground states at filling factors v = N/M = 1(2m+1). Within this model
the complimentary wavefunction for v = 1-1/(2m + 1) is found explicitly and
extremely simple ground state wavefunctions for arbitrary odd-denominator
filling factors are proposed.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:27:20 GMT'}]",2012-03-23,"[['Dyakonov', 'M. I.', '']]"
330198,1203.4839,Friedrich Konrad Roepke,"F. K. Roepke, M. Kromer, I. R. Seitenzahl, R. Pakmor, S. A. Sim, S.
  Taubenberger, F. Ciaraldi-Schoolmann, W. Hillebrandt, G. Aldering, P.
  Antilogus, C. Baltay, S. Benitez-Herrera, S. Bongard, C. Buton, A. Canto, F.
  Cellier-Holzem, M. Childress, N. Chotard, Y. Copin, H. K. Fakhouri, M. Fink,
  D. Fouchez, E. Gangler, J. Guy, S. Hachinger, E. Y. Hsiao, C. Juncheng, M.
  Kerschhaggl, M. Kowalski, P. Nugent, K. Paech, R. Pain, E. Pecontal, R.
  Pereira, S. Perlmutter, D. Rabinowitz, M. Rigault, K. Runge, C. Saunders, G.
  Smadja, N. Suzuki, C. Tao, R. C. Thomas, A. Tilquin, C. Wu",Constraining Type Ia supernova models: SN 2011fe as a test case,Accepted for publication in The Astrophysical Journal Letters,,10.1088/2041-8205/750/1/L19,,astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The nearby supernova SN 2011fe can be observed in unprecedented detail.
Therefore, it is an important test case for Type Ia supernova (SN Ia) models,
which may bring us closer to understanding the physical nature of these
objects. Here, we explore how available and expected future observations of SN
2011fe can be used to constrain SN Ia explosion scenarios. We base our
discussion on three-dimensional simulations of a delayed detonation in a
Chandrasekhar-mass white dwarf and of a violent merger of two white
dwarfs-realizations of explosion models appropriate for two of the most
widely-discussed progenitor channels that may give rise to SNe Ia. Although
both models have their shortcomings in reproducing details of the early and
near-maximum spectra of SN 2011fe obtained by the Nearby Supernova Factory
(SNfactory), the overall match with the observations is reasonable. The level
of agreement is slightly better for the merger, in particular around maximum,
but a clear preference for one model over the other is still not justified.
Observations at late epochs, however, hold promise for discriminating the
explosion scenarios in a straightforward way, as a nucleosynthesis effect leads
to differences in the 55Co production. SN 2011fe is close enough to be followed
sufficiently long to study this effect.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:29:49 GMT'}]",2015-06-04,"[['Roepke', 'F. K.', ''], ['Kromer', 'M.', ''], ['Seitenzahl', 'I. R.', ''], ['Pakmor', 'R.', ''], ['Sim', 'S. A.', ''], ['Taubenberger', 'S.', ''], ['Ciaraldi-Schoolmann', 'F.', ''], ['Hillebrandt', 'W.', ''], ['Aldering', 'G.', ''], ['Antilogus', 'P.', ''], ['Baltay', 'C.', ''], ['Benitez-Herrera', 'S.', ''], ['Bongard', 'S.', ''], ['Buton', 'C.', ''], ['Canto', 'A.', ''], ['Cellier-Holzem', 'F.', ''], ['Childress', 'M.', ''], ['Chotard', 'N.', ''], ['Copin', 'Y.', ''], ['Fakhouri', 'H. K.', ''], ['Fink', 'M.', ''], ['Fouchez', 'D.', ''], ['Gangler', 'E.', ''], ['Guy', 'J.', ''], ['Hachinger', 'S.', ''], ['Hsiao', 'E. Y.', ''], ['Juncheng', 'C.', ''], ['Kerschhaggl', 'M.', ''], ['Kowalski', 'M.', ''], ['Nugent', 'P.', ''], ['Paech', 'K.', ''], ['Pain', 'R.', ''], ['Pecontal', 'E.', ''], ['Pereira', 'R.', ''], ['Perlmutter', 'S.', ''], ['Rabinowitz', 'D.', ''], ['Rigault', 'M.', ''], ['Runge', 'K.', ''], ['Saunders', 'C.', ''], ['Smadja', 'G.', ''], ['Suzuki', 'N.', ''], ['Tao', 'C.', ''], ['Thomas', 'R. C.', ''], ['Tilquin', 'A.', ''], ['Wu', 'C.', '']]"
330199,1203.484,Tianyang Nie,Tianyang Nie,"A stochastic approach to a new type of parabolic variational
  inequalities",38 pages,,,,math.PR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We study the following quasilinear partial differential equation with two
subdifferential operators:
  $${\frac{\partial u}{\partial s}(s,x)} + (\mathcal{L}u)(s,x,u(s,x),(\nabla
u(s,x))^\ast\sigma(s,x,u(s,x))) + f(s,x,u(s,x),(\nabla
u(s,x))^\ast\sigma(s,x,u(s,x))) \in \partial\varphi(u(s,x)) +
<\partial\psi(x),\nabla u(s,x)>,
  (s,x) \in[0,T]\times Dom\psi, u(T,x) =g(x),\quad x\in Dom\psi.$$ where for
$u\in C^{1,2}\big([0,T]\times Dom\psi\big)$ and $(s,x,y,z)\in [0,T]\times
Dom\psi\times Dom\varphi\times\mathbb{R}^{1\times d}$,
  $$(\mathcal{L}u)(s,x,y,z) := 1/2\sum_{i,j=1}^n
(\sigma\sigma^\ast)_{i,j}(s,x,y)\frac{\partial^2u}{\partial x_{i}\partial
x_{j}}(s,x) +\sum_{i=1}^n b_i(s,x,y,z)\frac{\partial u}{\partial x_i}(s,x). $$
  The operator $\partial\psi$ (resp. $\partial\varphi$) is the subdifferential
of the convex lower semicontinuous function $\psi:\mathbb{R}^{n}\to
(-\infty,+\infty]$ (resp. $\varphi:\mathbb{R}\to(-\infty,+\infty]$).
  We define the viscosity solution for such kind of partial differential
equations and prove the uniqueness of the viscosity solutions when $\sigma$
does not depend on $y$. To prove the existence of a viscosity solution, a
stochastic representation formula of Feymann-Kac type will be developed. For
this end, we investigate a fully coupled forward-backward stochastic
variational inequality.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:29:50 GMT'}, {'version': 'v2', 'created': 'Fri, 23 Mar 2012 16:41:48 GMT'}]",2012-03-26,"[['Nie', 'Tianyang', '']]"
330200,1203.4841,Abhijeet Bhorkar,"A. A. Bhorkar, T. Javidi, A. C. Snoeren",Achieving Congestion Diversity in Multi-hop Wireless Mesh Networks,,,,,cs.NI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper reports on the first systematic study of congestion-aware routing
algorithms for wireless mesh networks to achieve an improved end-end delay
performance. In particular, we compare 802.11 compatible implementations of a
set of congestion-aware routing protocols against our implementation of state
of the art shortest path routing protocol (SRCR). We implement congestion-aware
routing algorithms Backpressure (BP), Enhanced-Backpressure (E-BP) adapted from
[1], [2] suitably adjusted for 802.11 implementation. We then propose and
implement Congestion Diversity Protocol (CDP) adapted from [3] recognizing the
limitations of BP and E-BP for 802.11-based wireless networks. SRCR solely
utilizes link qualities, while BP relies on queue differential to route
packets. CDP and E-BP rely on distance metrics which take into account queue
backlogs and link qualities in the network. E-BP computes its metric by summing
the ETX and queue differential, while CDP determines its metric by calculating
the least draining time to the destination. Our small testbed consisting of
twelve 802.11g nodes enables us to empirically compare the performance of
congestion-aware routing protocols (BP, E-BP and CDP) against benchmark SRCR.
For medium to high load UDP traffic, we observe that CDP exhibits significant
improvement with respect to both end-end delay and throughput over other
protocols with no loss of performance for TCP traffic. Backpressure-based
routing algorithms (BP and E-BP) show poorer performance for UDP and TCP
traffic. Finally, we carefully study the effects of the modular approach to
congestion-aware routing design in which the MAC layer is left intact
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:34:17 GMT'}]",2012-03-23,"[['Bhorkar', 'A. A.', ''], ['Javidi', 'T.', ''], ['Snoeren', 'A. C.', '']]"
330201,1203.4842,Felipe Guzman Cervantes,"Frank Steier, Felipe Guzm\'an Cervantes, Antonio F. Garc\'ia Mar\'in,
  Domenico Gerardi, Gerhard Heinzel and Karsten Danzmann","The end-to-end testbed of the Optical Metrology System on-board LISA
  Pathfinder",,Classical and Quantum Gravity 26 094010 (2009),10.1088/0264-9381/26/9/094010,,gr-qc astro-ph.IM physics.ins-det physics.optics physics.space-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  LISA Pathfinder is a technology demonstration mission for the Laser
Interferometer Space Antenna (LISA). The main experiment on-board LISA
Pathfinder is the so-called LISA Technology Package (LTP) which has the aim to
measure the differential acceleration between two free-falling test masses with
an accuracy of 3x10^(-14) ms^(-2)/sqrt[Hz] between 1 mHz and 30 mHz. This
measurement is performed interferometrically by the Optical Metrology System
(OMS) on-board LISA Pathfinder. In this paper we present the development of an
experimental end-to-end testbed of the entire OMS. It includes the
interferometer and its sub-units, the interferometer back-end which is a
phasemeter and the processing of the phasemeter output data. Furthermore,
3-axes piezo actuated mirrors are used instead of the free-falling test masses
for the characterisation of the dynamic behaviour of the system and some parts
of the Drag-free and Attitude Control System (DFACS) which controls the test
masses and the satellite. The end-to-end testbed includes all parts of the LTP
that can reasonably be tested on earth without free-falling test masses. At its
present status it consists mainly of breadboard components. Some of those have
already been replaced by Engineering Models of the LTP experiment. In the next
steps, further Engineering Models and Flight Models will also be inserted in
this testbed and tested against well characterised breadboard components. The
presented testbed is an important reference for the unit tests and can also be
used for validation of the on-board experiment during the mission.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:34:58 GMT'}]",2012-03-23,"[['Steier', 'Frank', ''], ['Cervantes', 'Felipe Guzmán', ''], ['Marín', 'Antonio F. García', ''], ['Gerardi', 'Domenico', ''], ['Heinzel', 'Gerhard', ''], ['Danzmann', 'Karsten', '']]"
330202,1203.4843,Andrew MacRae,"Pantita Palittapongarnpim, Andrew MacRae, A.I. Lvovsky",A Monolithic Filter Cavity for Experiments in Quantum Optics,"4 pages, 4 figures","Review of Scientific Instruments 83, 066101 (2012)",10.1063/1.4726458,,physics.ins-det physics.optics quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  By applying a high-reflectivity dielectric coating on both sides of a
commercial plano-convex lens, we produce a stable monolithic Fabry-Perot cavity
suitable for use as a narrow band filter in quantum optics experiments. The
resonant frequency is selected by means of thermal expansion. Owing to the long
term mechanical stability, no optical locking techniques are required. We
characterize the cavity performance as an optical filter, obtaining a 45 dB
suppression of unwanted modes while maintaining a transmission of 60%.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:35:10 GMT'}]",2015-06-04,"[['Palittapongarnpim', 'Pantita', ''], ['MacRae', 'Andrew', ''], ['Lvovsky', 'A. I.', '']]"
330203,1203.4844,Ernest Kurniawan,"Ernest Kurniawan, Andrea Goldsmith, and Stefano Rini",Practical Coding Schemes for Cognitive Overlay Radios,Patent pending,,,,cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We develop practical coding schemes for the cognitive overlay radios as
modeled by the cognitive interference channel, a variation of the classical two
user interference channel where one of the transmitters has knowledge of both
messages. Inspired by information theoretical results, we develop a coding
strategy for each of the three parameter regimes where capacity is known. A key
feature of the capacity achieving schemes in these regimes is the joint
decoding of both users' codewords, which we accomplish by performing a
posteriori probability calculation over a combined trellis. The schemes are
shown to perform close to the capacity limit with low error rate.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:39:24 GMT'}, {'version': 'v2', 'created': 'Fri, 8 Jun 2012 23:42:45 GMT'}]",2012-06-12,"[['Kurniawan', 'Ernest', ''], ['Goldsmith', 'Andrea', ''], ['Rini', 'Stefano', '']]"
330204,1203.4845,Matthew Zaremsky,Matthew C. B. Zaremsky,"Rational homological stability for groups of partially symmetric
  automorphisms of free groups","v2: Updated to reflect changes made to arxiv:0907.4642. v3:
  Significant simplification of Section 4.3 and Lemma 5.2. v4: Reorganized
  paper, most notably switched order of sections 4 and 5, and generally
  improved formatting/readability. Also added more historical background to
  introduction. Results and methods unchanged. 20 pages, 7 figures",Algebr. Geom. Topol. 14 (2014) 1845-1879,10.2140/agt.2014.14.1845,,math.GR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Let F_{n+m} be the free group of rank n+m, with generators x_1,...,x_{n+m}.
An automorphism \phi of F_{n+m} is called partially symmetric if for each 1 \le
i \le m, \phi(x_i) is conjugate to x_j or x_j^{-1} for some 1 \le j \le m. Let
\Sigma\Aut_n^m be the group of partially symmetric automorphisms. We prove that
for any m \ge 0 the inclusion \Sigma\Aut_n^m \to \Sigma\Aut_{n+1}^m induces an
isomorphism in rational homology for dimensions i satisfying n \ge
(3(i+1)+m)/2, with a similar statement for the groups P\Sigma\Aut_n^m of pure
partially symmetric automorphisms. We also prove that for any n \ge 0 the
inclusion \Sigma\Aut_n^m \to \Sigma\Aut_n^{m+1} induces an isomorphism in
rational homology for dimensions i satisfying m > (3i-1)/2.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:39:58 GMT'}, {'version': 'v2', 'created': 'Thu, 24 May 2012 14:35:31 GMT'}, {'version': 'v3', 'created': 'Fri, 31 Aug 2012 09:40:27 GMT'}, {'version': 'v4', 'created': 'Wed, 12 Dec 2012 11:10:12 GMT'}]",2014-10-01,"[['Zaremsky', 'Matthew C. B.', '']]"
330205,1203.4846,Juan Carlos Munoz Cuartas,"J. C. Mu\~noz-Cuartas, Volker Mueller",Galaxy groups and haloes in the SDSS-DR7,Accepted for publication in MNRAS,,,,astro-ph.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this work we introduce a new method to perform the identification of
groups of galaxies and present results of the identification of galaxy groups
in the Seventh Data Release of the Sloan Digital Sky Survey (SDSS-DR7). Our
methodology follows an approach that resembles the standard friends-of-friends
(FoF) method. However, it uses assumptions on the mass of the dark matter halo
hosting a group of galaxies to link galaxies in the group using a local linking
length. Our method does not assumes any ad-hoc parameter for the identification
of groups, nor a linking length or a density threshold. This parameter-free
nature of the method, and the robustness of its results, are the most important
points of our work. We describe the data used for our study and give details of
the implementation of the method. We obtain galaxy groups and halo catalogs for
four volume limited samples whose properties are in good agreement with
previous works. They reproduces the expected stellar mass functions and follow
the expected stellar-halo mass relation. We found that most of the stellar
content in groups of galaxies comes from objects with $M_r$ absolute magnitudes
larger than -19, meaning that it is important to resolve the low luminosity
components of groups of galaxies to acquire detailed information about their
properties.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:41:50 GMT'}]",2012-03-23,"[['Muñoz-Cuartas', 'J. C.', ''], ['Mueller', 'Volker', '']]"
330206,1203.4847,Jon-Ivar Skullerud,"Ciaran Hughes, Dhagash Mehta, Jon-Ivar Skullerud",Enumerating Gribov copies on the lattice,"39 pages, 15 eps figures. Published version: minor changes only",Annals of Physics 331 (2013) 188-215,10.1016/j.aop.2012.12.011,INT-PUB-12-015,hep-lat hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In the modern formulation of lattice gauge-fixing, the gauge fixing condition
is written in terms of the minima or stationary points (collectively called
solutions) of a gauge-fixing functional. Due to the non-linearity of this
functional, it usually has many solutions called Gribov copies. The dependence
of the number of Gribov copies, n[U] on the different gauge orbits plays an
important role in constructing the Faddeev-Popov procedure and hence in
realising the BRST symmetry on the lattice. Here, we initiate a study of
counting n[U] for different orbits using three complimentary methods: 1.
analytical results in lower dimensions, and some lower bounds on n[U] in higher
dimensions, 2. the numerical polynomial homotopy continuation method, which
numerically finds all Gribov copies for a given orbit for small lattices, and
3. numerical minimisation (""brute force""), which finds many distinct Gribov
copies, but not necessarily all. Because n for the coset SU(N_c)/U(1) of an
SU(N_c) theory is orbit-independent, we concentrate on the residual compact
U(1) case in this article and establish that n is orbit-dependent for the
minimal lattice Landau gauge and orbit-independent for the absolute lattice
Landau gauge. We also observe that contrary to a previous claim, n is not
exponentially suppressed for the recently proposed stereographic lattice Landau
gauge compared to the naive gauge in more than one dimension.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:47:18 GMT'}, {'version': 'v2', 'created': 'Fri, 6 Apr 2012 20:55:43 GMT'}, {'version': 'v3', 'created': 'Tue, 5 Feb 2013 15:37:35 GMT'}]",2013-02-06,"[['Hughes', 'Ciaran', ''], ['Mehta', 'Dhagash', ''], ['Skullerud', 'Jon-Ivar', '']]"
330207,1203.4848,Yu-Kun Huang,"Yu-Kun Huang, Pochung Chen, and Ying-Jer Kao","Accurate computation of low-temperature thermodynamics for quantum spin
  chains","5 pages, 4 figures","Phys. Rev. B 86, 235102 (2012)",10.1103/PhysRevB.86.235102,,cond-mat.str-el,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We apply the biorthonormal transfer-matrix renormalization group (BTMRG)
[Phys. Rev. E 83, 036702 (2011)] to study low-temperature properties of quantum
spin chains. Simulation on isotropic Heisenberg spin-1/2 chain demonstrates
that the BTMRG outperforms the conventional transfer-matrix renormalization
group (TMRG) by successfully accessing far lower temperature unreachable by
conventional TMRG, while retaining the same level of accuracy. The power of the
method is further illustrated by the calculation of the low-temperature
specific heat for a frustrated spin chain.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 21:57:27 GMT'}, {'version': 'v2', 'created': 'Mon, 4 Jun 2012 20:10:14 GMT'}]",2012-12-11,"[['Huang', 'Yu-Kun', ''], ['Chen', 'Pochung', ''], ['Kao', 'Ying-Jer', '']]"
330208,1203.4849,Silvio Franz,"Silvio Franz, Giorgio Parisi and Federico Ricci-Tersenghi",Glassy Critical Points and Random Field Ising Model,"The paper has been completely revised. A completely new part with
  simulations of a p-spin glass model on random graph has been included. An
  appendix with the Mathematica worksheet used in the calculation of the
  diagrams has also been added",JSTAT (2013) L02001,10.1088/1742-5468/2013/02/L02001,,cond-mat.stat-mech cond-mat.dis-nn,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We consider the critical properties of points of continuous glass transition
as one can find in liquids in presence of constraints or in liquids in porous
media. Through a one loop analysis we show that the critical Replica Field
Theory describing these points can be mapped in the $\phi^4$-Random Field Ising
Model. We confirm our analysis studying the finite size scaling of the $p$-spin
model defined on sparse random graph, where a fraction of variables is frozen
such that the phase transition is of a continuous kind.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 22:01:40 GMT'}, {'version': 'v2', 'created': 'Sat, 5 May 2012 07:12:10 GMT'}, {'version': 'v3', 'created': 'Sat, 29 Dec 2012 08:25:03 GMT'}]",2015-03-20,"[['Franz', 'Silvio', ''], ['Parisi', 'Giorgio', ''], ['Ricci-Tersenghi', 'Federico', '']]"
330209,1203.485,Zaher Salman,"Z. Salman, E. Pomjakushina, V. Pomjakushin, A. Kanigel, K. Chashka, K.
  Conder, E. Morenzoni, T. Prokscha, K. Sedlak, and A. Suter","The Nature of Magnetic Ordering in Magnetically Doped Topological
  Insulator Bi$_{2-x}$Fe$_x$Se$_3$",7 pages and 6 figures,,,,cond-mat.str-el cond-mat.mtrl-sci,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present a detailed investigation of the magnetic and structural properties
of magnetically doped 3D topological insulator Bi2Se3. From muon spin
relaxation measurements in zero magnetic field, we find that even 5% Fe doping
on the Bi site turns the full volume of the sample magnetic at temperatures as
high as ~250 K. This is also confirmed by magnetization measurements. Two
magnetic ""phases"" are identified; the first is observed between ~10-250 K while
the second appears below ~10 K. These cannot be attributed to impurity phases
in the samples. We discuss the nature and details of the observed magnetism and
its dependence on doping level.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 22:28:30 GMT'}]",2012-03-23,"[['Salman', 'Z.', ''], ['Pomjakushina', 'E.', ''], ['Pomjakushin', 'V.', ''], ['Kanigel', 'A.', ''], ['Chashka', 'K.', ''], ['Conder', 'K.', ''], ['Morenzoni', 'E.', ''], ['Prokscha', 'T.', ''], ['Sedlak', 'K.', ''], ['Suter', 'A.', '']]"
330210,1203.4851,Rostyslav O. Hryniv,"Rostyslav Hryniv and Nataliya Pronska (Institute for Applied Problems
  of Mechanics and Mathematics, Lviv, Ukraine)",Inverse spectral problems for energy-dependent Sturm-Liouville equations,"AMS-LaTeX, 28 pages",,10.1088/0266-5611/28/8/085008,,math.SP math-ph math.FA math.MP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We study the inverse spectral problem of reconstructing energy-dependent
Sturm-Liouville equations from their Dirichlet spectra and sequences of the
norming constants. For the class of problems under consideration, we give a
complete description of the corresponding spectral data, suggest a
reconstruction algorithm, and establish uniqueness of reconstruction. The
approach is based on connection between spectral problems for energy-dependent
Sturm-Liouville equations and for Dirac operators of special form.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 22:35:00 GMT'}]",2015-06-04,"[['Hryniv', 'Rostyslav', '', 'Institute for Applied Problems\n  of Mechanics and Mathematics, Lviv, Ukraine'], ['Pronska', 'Nataliya', '', 'Institute for Applied Problems\n  of Mechanics and Mathematics, Lviv, Ukraine']]"
330211,1203.4852,Adrian Muntean,"Emilio N. M. Cirillo, Adrian Muntean","Dynamics of pedestrians in regions with no visibility - a lattice model
  without exclusion",20 pages,"Physica A 392, 3578-3588, 2013",10.1016/j.physa.2013.04.029,"CASA Report 12-06, TU Eindhoven",physics.soc-ph cond-mat.stat-mech nlin.CG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We investigate the motion of pedestrians through obscure corridors where the
lack of visibility (due to smoke, fog, darkness, etc.) hides the precise
position of the exits. We focus our attention on a set of basic mechanisms,
which we assume to be governing the dynamics at the individual level. Using a
lattice model, we explore the effects of non-exclusion on the overall exit flux
(evacuation rate). More precisely, we study the effect of the buddying
threshold (of no-exclusion per site) on the dynamics of the crowd and
investigate to which extent our model confirms the following pattern revealed
by investigations on real emergencies: If the evacuees tend to cooperate and
act altruistically, then their collective action tends to favor the occurrence
of disasters.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 23:02:17 GMT'}]",2013-05-29,"[['Cirillo', 'Emilio N. M.', ''], ['Muntean', 'Adrian', '']]"
330212,1203.4853,Olga Voskresenskaya,"A.V. Tarasov, H.T. Torosyan, and O.O. Voskresenskaya","A Quasiclassical Approximation in the Theory of the Landau-Pomeranchuk
  Effect","9 pages, no figures, LaTEX; v2: PDFLaTeX, 7 pages, an updated version",,,,hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Using the improved value of the screening angular parameter in the
quasiclassical approximation of the Moliere multiple scattering theory we show
that the best agreement between the Migdal theory of the LPM-effect and
experiment is achieved if the multiple scattering of electrons by target atoms
is described using the quasiclassical approximation instead of the
traditionally used Born one.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 23:09:07 GMT'}, {'version': 'v2', 'created': 'Fri, 7 Feb 2014 20:46:41 GMT'}]",2014-02-10,"[['Tarasov', 'A. V.', ''], ['Torosyan', 'H. T.', ''], ['Voskresenskaya', 'O. O.', '']]"
330213,1203.4854,James Unwin,"John March-Russell, James Unwin, Stephen M. West","Closing in on Asymmetric Dark Matter I: Model independent limits for
  interactions with quarks","18+6 pages, 18 figures. v2: version accepted for publication",,10.1007/JHEP08(2012)029,OUTP-12-01P,hep-ph astro-ph.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  It is argued that experimental constraints on theories of asymmetric dark
matter (ADM) almost certainly require that the DM be part of a richer hidden
sector of interacting states of comparable mass or lighter. A general requisite
of models of ADM is that the vast majority of the symmetric component of the DM
number density must be removed in order to explain the observed relationship
$\Omega_B\sim\Omega_{DM}$ via the DM asymmetry. Demanding the efficient
annihilation of the symmetric component leads to a tension with experimental
limits if the annihilation is directly to Standard Model (SM) degrees of
freedom. A comprehensive effective operator analysis of the model independent
constraints on ADM from direct detection experiments and LHC monojet searches
is presented. Notably, the limits obtained essentially exclude models of ADM
with mass 1GeV$\lesssim m_{DM} \lesssim$ 100GeV annihilating to SM quarks via
heavy mediator states. This motivates the study of portal interactions between
the dark and SM sectors mediated by light states. Resonances and threshold
effects involving the new light states are shown to be important for
determining the exclusion limits.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 23:13:07 GMT'}, {'version': 'v2', 'created': 'Fri, 27 Jul 2012 19:51:04 GMT'}]",2015-06-04,"[['March-Russell', 'John', ''], ['Unwin', 'James', ''], ['West', 'Stephen M.', '']]"
