,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
330226,1203.4867,Binyue Liu,Binyue Liu and Ning Cai,Multi-hop Analog Network Coding: An Amplify-and-Forward Approach,"22 pages, 20 figures",,,,cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper, we study the performance of an amplify-and-forward (AF) based
analog network coding (ANC) relay scheme in a multi-hop wireless network under
individual power constraints. In the first part, a unicast scenario is
considered. The problem of finding the maximum achievable rate is formulated as
an optimization problem. Rather than solving this non-concave maximization
problem, we derive upper and lower bounds for the optimal rate. A cut-set like
upper bound is obtained in a closed form for a layered relay network. A
pseudo-optimal AF scheme is developed for a two-hop parallel network, which is
different from the conventional scheme with all amplification gains chosen as
the maximum possible values. The conditions under which either the novel scheme
or the conventional one achieves a rate within half a bit of the upper bound
are found. Then we provide an AF-based multi-hop ANC scheme with the two
schemes for a layered relay network. It is demonstrated that the lower bound of
the optimal rate can asymptotically achieve the upper bound when the network is
in the generalized high-SNR regime. In the second part, the optimal rate region
for a two-hop multiple access channel (MAC) via AF relays is investigated. In a
similar manner, we first derive an outer bound for it and then focus on
designing low complexity AF-based ANC schemes for different scenarios. Several
examples are given and the numerical results indicate that the achievable rate
region of the ANC schemes can perform close to the outer bound.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 01:27:15 GMT'}]",2012-03-23,"[['Liu', 'Binyue', ''], ['Cai', 'Ning', '']]"
330229,1203.487,Zai Yang,"Zai Yang, Lihua Xie, and Cishen Zhang",Variational Bayesian algorithm for quantized compressed sensing,"Accepted by IEEE Trans. Signal Processing. 10 pages, 6 figures",,10.1109/TSP.2013.2256901,,cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Compressed sensing (CS) is on recovery of high dimensional signals from their
low dimensional linear measurements under a sparsity prior and digital
quantization of the measurement data is inevitable in practical implementation
of CS algorithms. In the existing literature, the quantization error is modeled
typically as additive noise and the multi-bit and 1-bit quantized CS problems
are dealt with separately using different treatments and procedures. In this
paper, a novel variational Bayesian inference based CS algorithm is presented,
which unifies the multi- and 1-bit CS processing and is applicable to various
cases of noiseless/noisy environment and unsaturated/saturated quantizer. By
decoupling the quantization error from the measurement noise, the quantization
error is modeled as a random variable and estimated jointly with the signal
being recovered. Such a novel characterization of the quantization error
results in superior performance of the algorithm which is demonstrated by
extensive simulations in comparison with state-of-the-art methods for both
multi-bit and 1-bit CS problems.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 02:22:58 GMT'}, {'version': 'v2', 'created': 'Fri, 29 Mar 2013 07:17:16 GMT'}]",2016-08-24,"[['Yang', 'Zai', ''], ['Xie', 'Lihua', ''], ['Zhang', 'Cishen', '']]"
330233,1203.4874,Feng Li,"Christopher Thorpe, Feng Li, Zijia Li, Zhan Yu, David Saunders, Jingyi
  Yu",A Co-Prime Blur Scheme for Data Security in Video Surveillance,,,,,cs.CV,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper presents a novel Coprime Blurred Pair (CBP) model for visual
data-hiding for security in camera surveillance. While most previous approaches
have focused on completely encrypting the video stream, we introduce a spatial
encryption scheme by blurring the image/video contents to create a CBP. Our
goal is to obscure detail in public video streams by blurring while allowing
behavior to be recognized and to quickly deblur the stream so that details are
available if behavior is recognized as suspicious. We create a CBP by blurring
the same latent image with two unknown kernels. The two kernels are coprime
when mapped to bivariate polynomials in the z domain. To deblur the CBP we
first use the coprime constraint to approximate the kernels and sample the
bivariate CBP polynomials in one dimension on the unit circle. At each sample
point, we factor the 1D polynomial pair and compose the results into a 2D
kernel matrix. Finally, we compute the inverse Fast Fourier Transform (FFT) of
the kernel matrices to recover the coprime kernels and then the latent video
stream. It is therefore only possible to deblur the video stream if a user has
access to both streams. To improve the practicability of our algorithm, we
implement our algorithm using a graphics processing unit (GPU) to decrypt the
blurred video streams in real-time, and extensive experimental results
demonstrate that our new scheme can effectively protect sensitive identity
information in surveillance videos and faithfully reconstruct the unblurred
video stream when two blurred sequences are available.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 02:57:53 GMT'}]",2012-03-23,"[['Thorpe', 'Christopher', ''], ['Li', 'Feng', ''], ['Li', 'Zijia', ''], ['Yu', 'Zhan', ''], ['Saunders', 'David', ''], ['Yu', 'Jingyi', '']]"
330234,1203.4875,Qing Jin,"Qing Jin, Zhen Wang",Spontaneous Symmetry Breaking in Interdependent Networked Game,,,,,physics.soc-ph cs.SI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Spatial evolution game has traditionally assumed that players interact with
neighbors on a single network, which is isolated and not influenced by other
systems. We introduce the simple game model into the interdependent networks
composed of two networks, and show that when the interdependent factor $\alpha$
is smaller than a particular value $\alpha_C$, homogeneous cooperation can be
guaranteed. However, as interdependent factor exceeds $\alpha_C$, spontaneous
symmetry breaking of fraction of cooperators presents itself between different
networks. In addition, our results can be well predicted by the strategy-couple
pair approximation method.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 03:09:00 GMT'}]",2015-03-20,"[['Jin', 'Qing', ''], ['Wang', 'Zhen', '']]"
330240,1203.4881,Frank Neumann,Frank Neumann,Computational Complexity Analysis of Multi-Objective Genetic Programming,A conference version has been accepted for GECCO 2012,,,,cs.NE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The computational complexity analysis of genetic programming (GP) has been
started recently by analyzing simple (1+1) GP algorithms for the problems ORDER
and MAJORITY. In this paper, we study how taking the complexity as an
additional criteria influences the runtime behavior. We consider
generalizations of ORDER and MAJORITY and present a computational complexity
analysis of (1+1) GP using multi-criteria fitness functions that take into
account the original objective and the complexity of a syntax tree as a
secondary measure. Furthermore, we study the expected time until
population-based multi-objective genetic programming algorithms have computed
the Pareto front when taking the complexity of a syntax tree as an equally
important objective.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 04:22:36 GMT'}]",2012-03-23,"[['Neumann', 'Frank', '']]"
330241,1203.4882,Keigo Takeuchi,"Keigo Takeuchi, Ralf R. Mueller, and Tsutomu Kawabata","Large-System Analysis of Joint User Selection and Vector Precoding with
  Zero-Forcing Transmit Beamforming for MIMO Broadcast Channels",submitted to ISITA2012,,,,cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Multiple-input multiple-output (MIMO) broadcast channels (BCs) (MIMO-BCs)
with perfect channel state information (CSI) at the transmitter are considered.
As joint user selection (US) and vector precoding (VP) (US-VP) with
zero-forcing transmit beamforming (ZF-BF), US and continuous VP (CVP) (US-CVP)
and data-dependent US (DD-US) are investigated. The replica method, developed
in statistical physics, is used to analyze the energy penalties for the two
US-VP schemes in the large-system limit, where the number of users, the number
of selected users, and the number of transmit antennas tend to infinity with
their ratios kept constant. Four observations are obtained in the large-system
limit: First, the assumptions of replica symmetry (RS) and 1-step replica
symmetry breaking (1RSB) for DD-US can provide acceptable approximations for
low and moderate system loads, respectively. Secondly, DD-US outperforms CVP
with random US in terms of the energy penalty for low-to-moderate system loads.
Thirdly, the asymptotic energy penalty of DD-US is indistinguishable from that
of US-CVP for low system loads. Finally, a greedy algorithm of DD-US proposed
in authors' previous work can achieve nearly optimal performance for
low-to-moderate system loads.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 04:22:46 GMT'}, {'version': 'v2', 'created': 'Wed, 18 Apr 2012 02:39:08 GMT'}]",2012-04-19,"[['Takeuchi', 'Keigo', ''], ['Mueller', 'Ralf R.', ''], ['Kawabata', 'Tsutomu', '']]"
330244,1203.4885,Abel Molina,Abel Molina,Parallel Repetition of Prover-Verifier Quantum Interactions,Chapter 5 includes results from arXiv 1104.1140,,,,quant-ph cs.CC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this thesis, we answer several questions about the behaviour of
prover-verifier interactions under parallel repetition when quantum information
is allowed, and the verifier acts independently in them.
  We first consider the case in which a value is associated with each of the
possible outcomes of an interaction. We prove that it is not possible for the
prover to improve on the optimum average value per repetition by repeating the
protocol multiple times in parallel.
  We look then at games in which the outcomes are classified into two types,
winning outcomes and losing outcomes. We ask what is the optimal probability
for the prover of winning at least k times out of n parallel repetitions, given
that the optimal probability of winning when only one repetition is considered
is $p$. A reasonable conjecture for the answer would be \sum_{m \geq k} {n
\choose m} p^m (1-p)^{n-m}, as that is the answer when it is optimal for the
prover to act independently. This is known to be the correct answer when k=n,
and also in the classical case. It is also correct in some generalizations of
the classical case that we will discuss later. We will show how this cannot be
extended to all cases, presenting an example of an interaction with k=1,n=2 in
which p\approx 0.85, but it is possible to always win at least once. We will
then give some upper bounds on the optimal probability for the prover of
winning k times out of n parallel repetitions. These bounds are expressed as a
function of p.
  Finally, we will connect our results to the study of error reduction for
quantum interactive proofs using parallel repetition.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 04:53:59 GMT'}]",2012-03-23,"[['Molina', 'Abel', '']]"
330259,1203.49,Michael Kapralov,Ashish Goel and Michael Kapralov and Ian Post,Single pass sparsification in the streaming model with edge deletions,,,,,cs.DS,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper we give a construction of cut sparsifiers of Benczur and Karger
in the {\em dynamic} streaming setting in a single pass over the data stream.
Previous constructions either required multiple passes or were unable to handle
edge deletions. We use $\tilde{O}(1/\e^2)$ time for each stream update and
$\tilde{O}(n/\e^2)$ time to construct a sparsifier. Our $\e$-sparsifiers have
$O(n\log^3 n/\e^2)$ edges. The main tools behind our result are an application
of sketching techniques of Ahn et al.[SODA'12] to estimate edge connectivity
together with a novel application of sampling with limited independence and
sparse recovery to produce the edges of the sparsifier.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 07:45:13 GMT'}]",2012-03-23,"[['Goel', 'Ashish', ''], ['Kapralov', 'Michael', ''], ['Post', 'Ian', '']]"
330262,1203.4903,Edith Cohen,Edith Cohen,Distance Queries from Sampled Data: Accurate and Efficient,13 pages; This is a full version of a KDD 2014 paper,,,,cs.DS cs.DB math.ST stat.TH,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Distance queries are a basic tool in data analysis. They are used for
detection and localization of change for the purpose of anomaly detection,
monitoring, or planning. Distance queries are particularly useful when data
sets such as measurements, snapshots of a system, content, traffic matrices,
and activity logs are collected repeatedly.
  Random sampling, which can be efficiently performed over streamed or
distributed data, is an important tool for scalable data analysis. The sample
constitutes an extremely flexible summary, which naturally supports domain
queries and scalable estimation of statistics, which can be specified after the
sample is generated. The effectiveness of a sample as a summary, however,
hinges on the estimators we have.
  We derive novel estimators for estimating $L_p$ distance from sampled data.
Our estimators apply with the most common weighted sampling schemes: Poisson
Probability Proportional to Size (PPS) and its fixed sample size variants. They
also apply when the samples of different data sets are independent or
coordinated. Our estimators are admissible (Pareto optimal in terms of
variance) and have compelling properties.
  We study the performance of our Manhattan and Euclidean distance ($p=1,2$)
estimators on diverse datasets, demonstrating scalability and accuracy even
when a small fraction of the data is sampled. Our work, for the first time,
facilitates effective distance estimation over sampled data.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 08:06:09 GMT'}, {'version': 'v2', 'created': 'Fri, 15 Feb 2013 20:10:58 GMT'}, {'version': 'v3', 'created': 'Sun, 8 Jun 2014 13:06:42 GMT'}]",2015-03-20,"[['Cohen', 'Edith', '']]"
330271,1203.4912,Sean Fulop,Sean A. Fulop,A survey of proof nets and matrices for substructural logics,,,,,cs.LO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper is a survey of two kinds of ""compressed"" proof schemes, the
\emph{matrix method} and \emph{proof nets}, as applied to a variety of logics
ranging along the substructural hierarchy from classical all the way down to
the nonassociative Lambek system. A novel treatment of proof nets for the
latter is provided. Descriptions of proof nets and matrices are given in a
uniform notation based on sequents, so that the properties of the schemes for
the various logics can be easily compared.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 08:40:29 GMT'}]",2012-03-23,"[['Fulop', 'Sean A.', '']]"
330272,1203.4913,Lei Li,"Lei Li, Sihai Zhang, Kaiwei Wang, Wuyang Zhou","Combined Channel Aggregation and Fragmentation Strategy in Cognitive
  Radio Networks","6 pages, 7 figures",,,,cs.NI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In cognitive radio networks, channel aggregation (CA) and channel
fragmentation (CF) techniques have been proposed to enhance the spectrum
utilization. While most of the literature studies CA and CF independently, in
this paper we combine CA and CF innovatively and present a new spectrum sharing
strategy named CAF (Channel Aggregation and Fragmentation). We elaborate on the
proposed CAF strategy and derive the balance equation by a continuous time
Markov chain (CTMC) model. Then various system performance metrics including
blocking probability, dropping probability, spectrum utilization and throughput
of the secondary network are evaluated. Both analytical and simulation results
show that our strategy lowers the blocking and dropping probabilities and
enhances the spectrum utilization and throughput effectively. Moreover, by
tuning the bandwidth requirement of each secondary user, different system
performance can be achieved.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 08:43:38 GMT'}, {'version': 'v2', 'created': 'Wed, 13 Jun 2012 07:30:53 GMT'}]",2012-06-14,"[['Li', 'Lei', ''], ['Zhang', 'Sihai', ''], ['Wang', 'Kaiwei', ''], ['Zhou', 'Wuyang', '']]"
330276,1203.4917,Basile Morcrette,"Basile Morcrette (LIP6, INRIA Rocquencourt)",Fully Analyzing an Algebraic Polya Urn Model,"LATIN 2012, Arequipa : Peru (2012)",,,,math.CO cs.DM math.PR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper introduces and analyzes a particular class of Polya urns: balls
are of two colors, can only be added (the urns are said to be additive) and at
every step the same constant number of balls is added, thus only the color
compositions varies (the urns are said to be balanced). These properties make
this class of urns ideally suited for analysis from an ""analytic combinatorics""
point-of-view, following in the footsteps of Flajolet-Dumas-Puyhaubert, 2006.
Through an algebraic generating function to which we apply a multiple
coalescing saddle-point method, we are able to give precise asymptotic results
for the probability distribution of the composition of the urn, as well as
local limit law and large deviation bounds.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 08:53:16 GMT'}]",2012-03-26,"[['Morcrette', 'Basile', '', 'LIP6, INRIA Rocquencourt']]"
330279,1203.492,Livio Colussi,Livio Colussi,"Work function algorithm can forget history without losing
  competitiveness",,,,,cs.DS,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The Work Function Algorithm is the most effective deterministic on-line
algorithm for the k-server problem. Koutsoupias and Papadimitriou proved WFA is
(2k-1) competitive. However the best known implementation of WFA requires time
O(i^2) to process request r_i and this makes WFA impractical for long sequences
of requests. The O(i^2) time is spent to compute the work function on the whole
history of past requests. In order to make constant the time to process a
request, Rudec and Menger proposed to restrict the history to a moving window
of fixed size. However WFA restricted to a moving window loses its
competitiveness. Here we give a condition that allows WFA to forget the whole
previous history and restart from scratch without losing competitiveness.
Moreover for most of the metric spaces of practical interest (finite or bounded
spaces) there is a constant bound on the length of the history before the
condition is verified and this makes O(1) the time to process each request.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 08:56:12 GMT'}]",2012-03-23,"[['Colussi', 'Livio', '']]"
330283,1203.4924,Mikel Hernaez Mr.,"Mikel Hernaez, Pedro M. crespo, Javier Del Ser",A Flexible Channel Coding Approach for Short-Length Codewords,4 pages; submitted to IEEE Communications Letters,,10.1109/LCOMM.2012.073112.121295,,cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This letter introduces a novel channel coding design framework for
short-length codewords that permits balancing the tradeoff between the bit
error rate floor and waterfall region by modifying a single real-valued
parameter. The proposed approach is based on combining convolutional coding
with a $q$-ary linear combination and unequal energy allocation, the latter
being controlled by the aforementioned parameter. EXIT charts are used to shed
light on the convergence characteristics of the associated iterative decoder,
which is described in terms of factor graphs. Simulation results show that the
proposed scheme is able to adjust its end-to-end error rate performance
efficiently and easily, on the contrary to previous approaches that require a
full code redesign when the error rate requirements of the application change.
Simulations also show that, at mid-range bit-error rates, there is a small
performance penalty with respect to the previous approaches. However, the EXIT
chart analysis and the simulation results suggest that for very low bit-error
rates the proposed system will exhibit lower error floors than previous
approaches.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 09:10:29 GMT'}]",2016-11-17,"[['Hernaez', 'Mikel', ''], ['crespo', 'Pedro M.', ''], ['Del Ser', 'Javier', '']]"
330289,1203.493,Francesco Dinuzzo,Francesco Dinuzzo,Kernels for linear time invariant system identification,,,,,cs.SY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper, we study the problem of identifying the impulse response of a
linear time invariant (LTI) dynamical system from the knowledge of the input
signal and a finite set of noisy output observations. We adopt an approach
based on regularization in a Reproducing Kernel Hilbert Space (RKHS) that takes
into account both continuous and discrete time systems. The focus of the paper
is on designing spaces that are well suited for temporal impulse response
modeling. To this end, we construct and characterize general families of
kernels that incorporate system properties such as stability, relative degree,
absence of oscillatory behavior, smoothness, or delay. In addition, we discuss
the possibility of automatically searching over these classes by means of
kernel learning techniques, so as to capture different modes of the system to
be identified.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 09:36:17 GMT'}, {'version': 'v2', 'created': 'Mon, 1 Jul 2013 12:20:48 GMT'}]",2015-03-20,"[['Dinuzzo', 'Francesco', '']]"
330292,1203.4933,Kishorjit Nongmeikapam Mr.,"Kishorjit Nongmeikapam, Lairenlakpam Nonglenjaoba, Yumnam Nirmal and
  Sivaji Bandyopadhyay","Reduplicated MWE (RMWE) helps in improving the CRF based Manipuri POS
  Tagger","15 pages, 4 tables, 2 figures, the link
  http://airccse.org/journal/jcsit/1011csit05.pdf. arXiv admin note: text
  overlap with arXiv:1111.2399",,10.5121/ijitcs.2012.210,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper gives a detail overview about the modified features selection in
CRF (Conditional Random Field) based Manipuri POS (Part of Speech) tagging.
Selection of features is so important in CRF that the better are the features
then the better are the outputs. This work is an attempt or an experiment to
make the previous work more efficient. Multiple new features are tried to run
the CRF and again tried with the Reduplicated Multiword Expression (RMWE) as
another feature. The CRF run with RMWE because Manipuri is rich of RMWE and
identification of RMWE becomes one of the necessities to bring up the result of
POS tagging. The new CRF system shows a Recall of 78.22%, Precision of 73.15%
and F-measure of 75.60%. With the identification of RMWE and considering it as
a feature makes an improvement to a Recall of 80.20%, Precision of 74.31% and
F-measure of 77.14%.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 09:50:51 GMT'}]",2012-03-23,"[['Nongmeikapam', 'Kishorjit', ''], ['Nonglenjaoba', 'Lairenlakpam', ''], ['Nirmal', 'Yumnam', ''], ['Bandyopadhyay', 'Sivaji', '']]"
330297,1203.4938,Luis Cabellos,Luis Cabellos,"Advanced Programming Platform for efficient use of Data Parallel
  Hardware",7 pages,,,,cs.DC,http://creativecommons.org/licenses/by/3.0/,"  Graphics processing units (GPU) had evolved from a specialized hardware
capable to render high quality graphics in games to a commodity hardware for
effective processing blocks of data in a parallel schema. This evolution is
particularly interesting for scientific groups, which traditionally use mainly
CPU as a work horse, and now can profit of the arrival of GPU hardware to HPC
clusters. This new GPU hardware promises a boost in peak performance, but it is
not trivial to use. In this article a programming platform designed to promote
a direct use of this specialized hardware is presented. This platform includes
a visual editor of parallel data flows and it is oriented to the execution in
distributed clusters with GPUs. Examples of application in two characteristic
problems, Fast Fourier Transform and Image Compression, are also shown.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 09:54:58 GMT'}, {'version': 'v2', 'created': 'Fri, 23 Mar 2012 12:56:24 GMT'}]",2012-03-26,"[['Cabellos', 'Luis', '']]"
330325,1203.4966,Amelia Carolina Sparavigna,A.C. Sparavigna and R. Marazzato,A tour about Isaac Newton's life,"Georeferencing, Satellite Maps, KML, XML, Acme Mapper, History of
  Physics",,,,cs.OH physics.hist-ph physics.pop-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Here we propose a tour about the life of Isaac Newton, using a georeferenced
method, based on the free satellite maps. Our tour is modelled on the time-line
of the great scientist's life, as an ancient ""itinerarium"" was modelled on the
Roman roads, providing a listing of places and intervening distances, sometimes
with short description or symbols concerning the places. KML language and
Google Earth, with its Street View and 3D images are powerful tools to create
this virtual tour.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 11:54:52 GMT'}]",2012-03-23,"[['Sparavigna', 'A. C.', ''], ['Marazzato', 'R.', '']]"
330347,1203.4988,Aleks Kissinger,Bob Coecke and Ross Duncan and Aleks Kissinger and Quanlong Wang,Strong Complementarity and Non-locality in Categorical Quantum Mechanics,15 pages (incl. 5 appendix). To appear: LiCS 2012,,10.1109/LICS.2012.35,,quant-ph cs.LO math.CT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Categorical quantum mechanics studies quantum theory in the framework of
dagger-compact closed categories.
  Using this framework, we establish a tight relationship between two key
quantum theoretical notions: non-locality and complementarity. In particular,
we establish a direct connection between Mermin-type non-locality scenarios,
which we generalise to an arbitrary number of parties, using systems of
arbitrary dimension, and performing arbitrary measurements, and a new stronger
notion of complementarity which we introduce here.
  Our derivation of the fact that strong complementarity is a necessary
condition for a Mermin scenario provides a crisp operational interpretation for
strong complementarity. We also provide a complete classification of strongly
complementary observables for quantum theory, something which has not yet been
achieved for ordinary complementarity.
  Since our main results are expressed in the (diagrammatic) language of
dagger-compact categories, they can be applied outside of quantum theory, in
any setting which supports the purely algebraic notion of strongly
complementary observables. We have therefore introduced a method for discussing
non-locality in a wide variety of models in addition to quantum theory.
  The diagrammatic calculus substantially simplifies (and sometimes even
trivialises) many of the derivations, and provides new insights. In particular,
the diagrammatic computation of correlations clearly shows how local
measurements interact to yield a global overall effect. In other words, we
depict non-locality.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 13:46:33 GMT'}, {'version': 'v2', 'created': 'Fri, 27 Apr 2012 12:30:49 GMT'}]",2013-06-20,"[['Coecke', 'Bob', ''], ['Duncan', 'Ross', ''], ['Kissinger', 'Aleks', ''], ['Wang', 'Quanlong', '']]"
330363,1203.5004,Colm \'O D\'unlaing,Colm O. Dunlaing,CUDA implementation of Wagener's 2D convex hull PRAM algorithm,,,,,cs.DC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper describes a CUDA implementation of Wagener's PRAM convex hull
algorithm in two dimensions. It is presented in Knuth's literate programming
style.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 14:30:25 GMT'}, {'version': 'v2', 'created': 'Fri, 23 Mar 2012 10:02:35 GMT'}]",2012-03-26,"[['Dunlaing', 'Colm O.', '']]"
330385,1203.5026,Kuang Xu,Kuang Xu,On the Power of Centralization in Distributed Processing,,,,,cs.DC cs.NI cs.PF math.PR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this thesis, we propose and analyze a multi-server model that captures a
performance trade-off between centralized and distributed processing. In our
model, a fraction $p$ of an available resource is deployed in a centralized
manner (e.g., to serve a most-loaded station) while the remaining fraction
$1-p$ is allocated to local servers that can only serve requests addressed
specifically to their respective stations.
  Using a fluid model approach, we demonstrate a surprising phase transition in
the steady-state delay, as $p$ changes: in the limit of a large number of
stations, and when any amount of centralization is available ($p>0$), the
average queue length in steady state scales as $\log_{1/(1-p)} 1/(1-\lambda)$
when the traffic intensity $\lambda$ goes to 1. This is exponentially smaller
than the usual M/M/1-queue delay scaling of $1/(1-\lambda)$, obtained when all
resources are fully allocated to local stations ($p=0$). This indicates a
strong qualitative impact of even a small degree of centralization.
  We prove convergence to a fluid limit, and characterize both the transient
and steady-state behavior of the finite system, in the limit as the number of
stations $N$ goes to infinity. We show that the sequence of queue-length
processes converges to a unique fluid trajectory (over any finite time
interval, as $N$ approaches infinity, and that this fluid trajectory converges
to a unique invariant state $v^I$, for which a simple closed-form expression is
obtained. We also show that the steady-state distribution of the $N$-server
system concentrates on $v^I$ as $N$ goes to infinity.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 16:05:33 GMT'}]",2012-03-23,"[['Xu', 'Kuang', '']]"
330387,1203.5028,Abdoun Otman AO,"Otman Abdoun, Chakir Tajani and Jaafar Abouchabka","Hybridizing PSM and RSM Operator for Solving NP-Complete Problems:
  Application to Travelling Salesman Problem",ISSN (Online): 1694-0814,"IJCSI International Journal of Computer Science Issues, Vol. 9,
  Issue 1, No 1, 2012, 374-378",,,cs.NE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper, we present a new mutation operator, Hybrid Mutation (HPRM),
for a genetic algorithm that generates high quality solutions to the Traveling
Salesman Problem (TSP). The Hybrid Mutation operator constructs an offspring
from a pair of parents by hybridizing two mutation operators, PSM and RSM. The
efficiency of the HPRM is compared as against some existing mutation operators;
namely, Reverse Sequence Mutation (RSM) and Partial Shuffle Mutation (PSM) for
BERLIN52 as instance of TSPLIB. Experimental results show that the new mutation
operator is better than the RSM and PSM.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 16:09:51 GMT'}]",2012-03-23,"[['Abdoun', 'Otman', ''], ['Tajani', 'Chakir', ''], ['Abouchabka', 'Jaafar', '']]"
330396,1203.5037,Amer Baghdadi,"Salim Haddad, Amer Baghdadi, and Michel Jezequel",On the Convergence Speed of Turbo Demodulation with Turbo Decoding,"Submitted to IEEE Transactions on Signal Processing on April 27, 2011",,10.1109/TSP.2012.2198550,,cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Iterative processing is widely adopted nowadays in modern wireless receivers
for advanced channel codes like turbo and LDPC codes. Extension of this
principle with an additional iterative feedback loop to the demapping function
has proven to provide substantial error performance gain. However, the adoption
of iterative demodulation with turbo decoding is constrained by the additional
implied implementation complexity, heavily impacting latency and power
consumption. In this paper, we analyze the convergence speed of these combined
two iterative processes in order to determine the exact required number of
iterations at each level. Extrinsic information transfer (EXIT) charts are used
for a thorough analysis at different modulation orders and code rates. An
original iteration scheduling is proposed reducing two demapping iterations
with reasonable performance loss of less than 0.15 dB. Analyzing and
normalizing the computational and memory access complexity, which directly
impact latency and power consumption, demonstrates the considerable gains of
the proposed scheduling and the promising contributions of the proposed
analysis.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 16:45:24 GMT'}]",2015-06-04,"[['Haddad', 'Salim', ''], ['Baghdadi', 'Amer', ''], ['Jezequel', 'Michel', '']]"
330399,1203.504,"Esa Hyyti\""a","Esa Hyyti\""a, Samuli Aalto and Aleksi Penttinen","Minimizing Slowdown in Heterogeneous Size-Aware Dispatching Systems
  (full version)","This is the full version of a paper with the same title that appears
  in ACM SIGMETRICS 2012, with the inclusion of the appendix. 15 pages",,,,cs.PF,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We consider a system of parallel queues where tasks are assigned (dispatched)
to one of the available servers upon arrival. The dispatching decision is based
on the full state information, i.e., on the sizes of the new and existing jobs.
We are interested in minimizing the so-called mean slowdown criterion
corresponding to the mean of the sojourn time divided by the processing time.
Assuming no new jobs arrive, the shortest-processing-time-product (SPTP)
schedule is known to minimize the slowdown of the existing jobs. The main
contribution of this paper is three-fold: 1) To show the optimality of SPTP
with respect to slowdown in a single server queue under Poisson arrivals; 2) to
derive the so-called size-aware value functions for
M/G/1-FIFO/LIFO/SPTP/SPT/SRPT with general holding costs of which the slowdown
criterion is a special case; and 3) to utilize the value functions to derive
efficient dispatching policies so as to minimize the mean slowdown in a
heterogeneous server system. The derived policies offer a significantly better
performance than e.g., the size-aware-task-assignment with equal load (SITA-E)
and least-work-left (LWL) policies.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 16:51:55 GMT'}]",2012-03-23,"[['Hyytiä', 'Esa', ''], ['Aalto', 'Samuli', ''], ['Penttinen', 'Aleksi', '']]"
